title,street,city,state,zipcode,phone,email
"Econo Storage
Gold Member","375 Arthur Rd, CA 94553",Martinez,California,94553,19252694761,
Simply Space Self Storage,1124 W. Yosemite Avenue,Merced,California,95348-5110,2097233000,brade@simplyspace.biz
A Storage City Self Storage,324 South Main Street,Milpitas,California,95035,4086497557,
A Storage City Self Storage,324 South Main Street,Milpitas,California,95035,4086497557,
Lock It Up Self Storage,15 Dixon Landing Rd,Milpitas,California,95035,4089456444,cat@lockitupstorage.com
North Valley Storage,14800 Rinaldi Street,Mission Hills,California,91345-1230,8183224885,edmoka@gmail.com
"McHenry Self Storage
Gold Member","1234 McHenry Ave, CA 95350",Modesto,California,95350,12095466664,
"Storage Star Downtown Modesto
Gold Member","1305 10th St, CA 95354",Modesto,California,95354,14247443193,
"Storage Star Modesto
Gold Member","1522 Crows Landing Rd, CA 95358",Modesto,California,95358,12098463362,
"Yosemite Self Storage
Gold Member","117 Creekwood Dr, CA 95357",Modesto,California,95357,12095276503,
AAA Ceres Self Storage,Po. Box 3806,Modesto,California,95352,2095272800,
Snyder Mini Storage Inc,2925 Snyder Avenue,Modesto,California,95356-8969,2095433600,snyderministorage@sbcgIobal.net
MTC Storage LLC,5445 Olive Street,Montclair,California,91763-1642,9099859914,dunning76@hotmail.com
Millers Self Storage,302 Ramona Ave,Monterey,California,93940-3834,8313722264,millsel@sbcglobal.net
CubeSmart,40410 California Oaks Road,Murrieta,California,92562,9516962400,STORE0761@CUBESMART.COM
Storage West Self Storage,24335 Monroe Ave.,Murrieta,California,92562,9516009305,
"Napa Storage and RV
Gold Member","1111 Soscol Ferry Rd, CA 94558",Napa,California,94558,17072896523,
"Storage Pro - Security Self Storage
Gold Member","219 Walnut Street, CA, 94559",Napa,California,94559,7072578154,
"Storage Star Napa
Gold Member","400 Devlin Rd, CA 94558",Napa,California,94558,17072433949,
"StoragePRO Self Storage of Napa
Gold Member","626 California Blvd, CA 94559",Napa,California,94559,17079271409,
Napa Midtown Storage Center,895 Jackson St,Napa,California,94559-1321,7072578877,george.bunting@yahoo.com
Storage by George,1135 Golden Gate Dr,Napa,California,94558-6188,7072248400,georgecoh@aol.com
Budget Self Storage Inc,414 Raymond Blvd.,Newark,New Jersey,07105-4615,9733445500,info@saveandstore.com
Jonathan's Stoaway Inc,607 N. Harmony Road,Newark,Delaware,19711-6917,3023689111,jwoerner@delaware.net
Newark Self Storage,2090 Stafford Way,Newark,Delaware,19711,3023661588,newark-ss@reybold.com
Pencader Self Storage,101 Executive Drive,Newark,Delaware,19702,3027093180,pencader-ss@reybold.com
Storage King USA,1448 McCarter Highway Newark,Newark,New Jersey,07104,9734841900,newark@storagekingusa.com
Clovis Ave Self Storage,3991 MacArthur Blvd. Ste 125,Newport Beach,California,92660,9492519221,john@bologroup.com
SoCal Self Storage LLC,"359 San Miguel, Suite 304",Newport Beach,California,92660,9497292230,shelley@poloproperties.com
Life Storage,240 Hidden Valley Pkwy,Norco,California,92860,9514449885,lifestoragenorco@viziamail.com
"North Highlands
Gold Member",4250 ROSEVILLE ROAD,North Highlands,California,95660,9164817300,americanssnh@sbcglobal.net
A Mini Storage,3315 Elkhorn Blvd.,North Highlands,California,95660,9163483800,mark@adaptacurb.com
North Highlands Mini Storage,6109 Watt Ave,North Highlands,California,95660,9163315411,manager@northhighlandsministorage.com
"Ignacio Mini Storage
Gold Member","394 Bel Marin Keys Blvd, CA 94949",Novato,California,94949,14158838459,
"Ignacio Mini Storage
Gold Member","394 Bel Marin Keys Blvd, CA 94949",Novato,California,94949,14158838459,
"Ignacio Mini Storage
Gold Member","394 Bel Marin Keys Blvd, CA 94949",Novato,California,94949,14158838459,
Deer Island Storage Park,282 Deer Island Lane,Novato,California,94945-3455,4158974159,
"Self Storage at Telegraph
Gold Member","2633 Telegraph, Ave CA 94612",Oakland,California,94612,15102414115,
"Storage PRO of Oakland
Gold Member","8855 San Leandro St, CA 94621",Oakland,California,94621,15103795575,
"StoragePRO Franklin Street
Gold Member","1205 Franklin St, CA 94612",Oakland,California,94612,15109005474,
"StoragePRO Self Storage of Oakland
Gold Member","8855 San Leandro St, CA 94621",Oakland,California,94621,15103795575,
Beacon Self Storage,2227 San Pablo Ave,Oakland,California,94612,5103795653,
Safe Storage Management Company,2783 E. 12th St.,Oakland,California,94601,5105360616,info@safestorageusa.com
SKS Management (Saf Keep Storage),P.O. Box 12485,Oakland,California,94604,5102738543,pgrossberg@safkeep.com
Camp Pendleton Self Storage,Po. Box 6124,Oceanside,California,92052-6124,7603851122,info@camppendletonstorage.com
Oceanside Self Storage,2121 Oceanside Blvd,Oceanside,California,92054,7605477006,reservations@prpstorage.com
Oceanside Self Storage,2121 Oceanside Blvd,Oceanside,California,92054,7605477006,reservations@prpstorage.com
Storage West Self Storage,201 Via El Centro,Oceanside,California,92058,7609679300,
Fleet RV and Boat Storage LLC,627 S Bon View Ave,Ontario,California,91761-1912,9099882800,fleet-ellen@sbcglobal.net
Mini Mall Storage,"1245 Franklin Boulevard, ON, CA, N1R 7E5",Cambridge,Ontario,N1R 7E5,2269090223,mmscambridge@sparkmail.co
Primo Self Storage,995 MOODIE DR. S.,Nepean,Ontario,K2R1H4,6135969696,info@primoselfstorage.com
PROlocker,1737 Kilborn,Ottawa,Ontario,K1H 6N1,6136146628,prolocker@viziamail.com
Public Storage,"36 Vine Avenue, Toronto",Toronto,Ontario,M6P1V6,4167660889,
Public Storage,2 Mendota Road Etobicoke,Etobicoke,Ontario,M8Y1E8,4162514411,
Public Storage,921 The Queensway Mississauga,Mississauga,Ontario,L4Y4C1,9052767699,
Public Storage,5010 Timberlea Blvd. Mississauga,Mississauga,Ontario,L4W2S5,9056259712,
Public Storage,1001 Arrow Road North York,North York,Ontario,M9M2Z5,4167420228,
Public Storage,4120 Finch Avenue E Scarborough,Scarborough,Ontario,M1S3T9,4162983126,
Public Storage,1310 Dundas St. Woodstock,Woodstock,Ontario,N4S7V9,5195392162,
Public Storage,"24 Jefferson Avenue, Toronto",Toronto,Ontario,M6K1Y4,4165337572,
Public Storage,3805 Nashua Drive Mississauga,Mississauga,Ontario,L4V1R3,9056778210,
Public Storage,36 Queen Elizabeth Blvd. Etobicoke,Etobicoke,Ontario,M8Z1L8,4162557936,
Public Storage,2535 Derry Road Mississauga,Mississauga,Ontario,L4T1A1,9056771170,
A-1 Storage,1120 N Lemon St,Orange,California,92867-4709,7145161939,
A-Affordable Storage LLC dba Chapman Self Stg,1107 W.Chapman Ave. Ste.C,Orange,California,92868,7142881191,deannp@amicorporate.com
Chapman Heights Self Storage,623 W Collins Ave,Orange,California,92867,8008872926,jeff@rchobbsco.com
Storage West Self Storage,681 S. Tustin St. #301,Orange,California,92866,7146335496,
CubeSmart,9360 Greenback Lane,Orangevale,California,95662,9169889158,STORE0224@CUBESMART.COM
StorHouse Storage,3201 W 5th St,Oxnard,California,93030,8053822629,marcccm@aol.com
Americano Storage,44720 San Pablo,Palm Desert,California,92260,7603401222,bank@advancecashstore.com
Palm Desert Self Storage,74789 Joni Dr,Palm Desert,California,92260-2069,7603465277,shulprez@aol.com
CubeSmart,500 Radio Road,Palm Springs,California,92262,7603257880,STORE0280@CUBESMART.COM
CubeSmart,1400 South Gene Autry Trail,Palm Springs,California,92264,7603252331,STORE0279@CUBESMART.COM
CubeSmart,500 Radio Road,Palm Springs,California,92262,7603257880,STORE0280@CUBESMART.COM
Palmdale,3305 E. Palmdale Blvd.,Palmdale,California,93550,6612661200,sammyroseb@aol.com
California Self Storage,2425 Embarcadero Way,Palo Alto,California,94303,6504936227,ddhaeh4@pacbell.net
"Storage Star Red Bluff
Gold Member","10800 Red Bluff Rd, TX 77507",Pasadena,Texas,77507,18323231052,
Edwards Mini Storage,2181 E. Foothill Blvd. Suite 105,Pasadena,California,91101,6267933208,krueger565@yahoo.com
Everest Self Storage,"199 S. Los Robles Ave., Suite 200",Pasadena,California,91101,6265855920,terry@everestworld.com
ezStorage,8195 Jumpers Hole Rd.(@Rt. 2),Pasadena,Maryland,21122,4107608030,store@ezstorage.com
"El Paso Self Storage
Gold Member","2935 Union Rd, CA 93446",Paso Robles,California,93446,18052372971,
Ramada Self-Storage LLC dba Storage 101 LLC,1420 Ramada Drive,Paso Robles,California,93446-3993,8052382230,jason@storage101.com
Daytona RV and Boat Storage,24194 Daytona Cove,Perris,California,92570,9516572500,daytona@platinumstorage.com
"Loc-n-Stor Self Storage
Gold Member","1020 Lakeville St, CA, 94952",Petaluma,California,94952,7072629100,
"Stormaster Self Storage
Gold Member","2750 California Ave, CA 94565",Pittsburg,California,94565,19253185460,
Countryside Self Storage LLC,1800 E 4th St,Pittsburg,Kansas,66762,6202322265,curt@mainlandvaluation.com
Stormaster,2750 California Ave.,Pittsburg,California,94565-4100,9254395200,peapicker@sbcglobal.net
Affordable Self Storage,1900 Highway 49,Placerville,California,95667-9667,5306228143,storage1@internet49.com
Missouri Flat Storage Depot,4680 Missouri Flat Rd,Placerville,California,95667,5302964014,
CubeSmart,3101 Valley Avenue,Pleasanton,California,94566,9252490004,STORE0759@CUBESMART.COM
Lock It Up Self Storage,7315 Johnson Drive,Pleasanton,California,94588,9254630777,cat@lockitupstorage.com
AA U-Stor-M,333 Hershey St,Pomona,California,91724,9098658787,
Storage Outlet - Pomona,150 County Rd,Pomona,California,91766,9094953817,reservations@prpstorage.com
CubeSmart,10651 White Rock Road,Rancho Cordova,California,95670,9166353864,STORE0222@CUBESMART.COM
Storage West Self Storage,7723 Milliken Avenue,Rancho Cucamonga,California,91730,9099440220,
Added Value Storage and Business Centers,36966 Pinto Palm Way,Rancho Mirage,California,92270-2439,7607709202,rwinet@dc.rr.com
Bancap Self Storage Group,"30021 Tomas Street, Suite 245",Rancho Santa Margarita,California,92688-2128,9498885355,dkeller@bancapselfstorage.com
Red Bluff,64 Mulberry Avenue,Red Bluff,California,96080,5305271755,redbluffstorage@sbcglobal.net
Storage West Self Storage,1680 West Redlands Blvd.,Redlands,California,92737,9097925761,
"SecurePro Storage of Redwood City
Gold Member","920 Shasta St, CA 94063",Redwood City,California,94063,16503628844,
"Stor-All Storage
Gold Member","136 Willow Street, CA, 94063",Redwood City,California,94063,6503650900,
Able Storage,1348 W. Baseline Rd.,Rialto,California,92376,9098734500,rialto@ablestorage.com
CubeSmart,1238 West Baseline,Rialto,California,92376,9098731288,STORE0371@CUBESMART.COM
CubeSmart,210 West Bonnie View,Rialto,California,92376,9098747810,STORE0282@CUBESMART.COM
"StoragePRO Self Storage of Richmond
Gold Member","101 W Cutting Blvd, CA 94804",Richmond,California,94804,15103795972,
Econo Self Storage Inc,Po. Box 9405,Richmond,Virginia,23228,8043534040,ftmjr@erols.com
Extra Attic Mini Storage,10551 Patterson Avenue,Richmond,Virginia,23238,8047415353,extraatticpatterson@verizon.net
Lok-Tite Self Storage,1609 Fm 359 Road,Richmond,Texas,77469-1258,2813440008,
Main Street Storage,455 E. Main St.,Richmond,Kentucky,40475,8596260021,mainstreetstorage@gmail.com
Parham Road Self Storage LLC,2701 E. Parham Road,Richmond,Virginia,23228,,rhy3@youngblood-tyler.com
Public Storage,30 Brodie Dr,Richmond,Ontario,L4B3M2,9055088485,
Smartbox Portable Self Storage LLC,2100 Dabney Road,Richmond,Virginia,23230,8042820560,richmond@smartboxusa.com
West End SeIf Storage,9120 W Broad St,Richmond,Virginia,23294-5805,8049670771,westendselfstora@aol.com
Aim All Storage 210 LLc,"10590 Magnolia Ave., Suite F",Riverside,California,90505,9093531163,
Airport Mini Storage,7044 Arlington Ave,Riverside,California,92503,9516895400,airportministorage@charterinternet.com
Alessandro Mini Storage,9660 Arlington Ave,Riverside,California,92503,9513598312,katelynnpalmer@earthlink.net
Citywide Self Storage LLC,1000 E. Alessandro Blvd.,Riverside,California,92508,9517801934,citywide1000@sbcglobal.net
CubeSmart,7600 Arlington Avenue,Riverside,California,92503,9516892010,STORE0283@CUBESMART.COM
CubeSmart,4011 Fairgrounds Street,Riverside,California,92501,9517813685,STORE0284@CUBESMART.COM
East Bay Self Storage,3346 Pawtucket Ave,Riverside,Rhode Island,02915-5212,4014311400,gem@csi-ri.com
Super Storage,6637 Van Buren,Riverside,California,92503,9516881987,superstorage@platinumstorage.com
A-AAAA All American Self Storage,3050 Taylor Rd.,Roseville,California,95678,9167869090,
Cirby Self Storage,175 Cirby Way,Roseville,California,95678-6426,9167825255,
CubeSmart,900 Orlando Avenue,Roseville,California,95661,9167827997,STORE0221@CUBESMART.COM
Pleasant Grove Self Storage LLC,7101 Galilee Rd.,Roseville,California,95678-6939,9167721500,pgselfstorage@surewest.net
Storage Direct Roseville,998 Washington Blvd.,Roseville,California,95678,9167868600,roseville@storagedirect.com
"21st and R Self Storage
Gold Member",1800 21st Street,Sacramento,California,95811,19164591836,
"Storage Star East Sac
Gold Member","3301 S St, CA 95816",Sacramento,California,95816,19162526582,
"Taylor Street Self Storage
Gold Member","4051 Taylor St, CA 95838",Sacramento,California,95838,19165504099,
21st and R Self Storage and RV Storage,1800 21st Street,Sacramento,California,95811,9164591836,
21st and R Self Storage and RV Storage,1800 21st Street,Sacramento,California,95881,9164591836,
Allstar Self Storage co Jasin Co,8599 Folsom Boulevard,Sacramento,California,95826,9163836161,tanya@jasincompany.com
CubeSmart,775 North 16th Street,Sacramento,California,95811,9164412808,STORE0225@CUBESMART.COM
CubeSmart,2620 Florin Road,Sacramento,California,95822,9163923485,STORE0219@CUBESMART.COM
CubeSmart,7245 55th Street,Sacramento,California,95823,9164226043,STORE0220@CUBESMART.COM
Natomas Self Storage,2640 El Centro Road,Sacramento,California,95833,9166461776,eve@justiceco.com
Valet Indoor RV and Self Storage LLC,1100 Richards Blvd.,Sacramento,California,95811-0320,9164989787,Info@valetstorage.net
"City Storage of San Francisco
Gold Member","500 Indiana St, CA 94107",San Francisco,California,94107,14154369900,
"Fort Knox Self Storage
Gold Member","370 Turk St, CA 94102",San Francisco,California,94102,14153548147,
"StoragePRO Self Storage of Beale
Gold Member","429 Beale St, CA 94105",San Francisco,California,94105,14153905013,
AAA Attic Self Storage,2440 16th Street,San Francisco,California,94110-4554,4156260800,
California Mini Storage LLC,790 Pennsylvania Ave.,San Francisco,California,94107,4158267900,calmini@juno.com
National Storage Centers,PO Box 411114,San Francisco,California,94141-1114,4157881400,siteinfo@natstore.com
"Brokaw Self Storage
Gold Member","445 E Brokaw Rd, CA 95112",San Jose,California,95112,14085835999,
"StoragePRO of San Jose
Gold Member","601 N King Rd, CA 95133",San Jose,California,95133,14085600511,
"StoragePRO of San Jose
Gold Member","601 N King Rd, CA 95133",San Jose,California,95133,14085600511,
"Willow Glen Storage
Gold Member","2220 Canoas Garden Ave, CA 95125",San Jose,California,95125,14083370577,
Brokaw Self Storage,445 E. Brokaw Road,San Jose,California,95112,4084368700,michaelefilice@aol.com
Casa de Mini Storage,1445 W. San Carlos St.,San Jose,California,95126-3232,4082941514,casademini@comcast.net
Lock It Up Self Storage,2170 O''Toole Ave,San Jose,California,95131,4084335550,cat@lockitupstorage.com
Lock It Up Self Storage,2170 OToole Avenue,San Jose,California,95131,4084358880,catllane@aol.com
Stor-Tyme Self Storage,1565 The Alameda Ste. 200,San Jose,California,95126-2332,4082934747,colistra@sbcglobal.net
West Coast Self-Storage,421 Lincoln Ave,San Jose,California,95126,4089771010,wcssanjose@gmail.com
"Peralta Self Storage
Gold Member","705 San Leandro Blvd, San Leandro, CA 94577",San Leandro,California,94577,15102000157,
Mini Safe Storage,15311 Hesperian Boulevard,San Leandro,California,94578-3909,5106909738,
Meathead Mini-Storage,3600 S Higuera Street,San Luis Obispo,California,93401-1578,8055446328,erin@meatheadmovers.com
SLO City Storage Inc,4075 Santa Fe Road,San Luis Obispo,California,93401-8180,8055449200,slocitystorage1@sbcglobal.net
CubeSmart,946 East Rancheros Drive,San Marcos,California,92069,7607410525,STORE0227@CUBESMART.COM
Storage West Self Storage,235 East Carmel St.,San Marcos,California,92078,7607444510,
"Stow-A-Way Mini Storage
Gold Member","616 Canal St, CA, 94901",San Rafael,California,94901,4154541889,
1st Avenue Self Storage,120 Sea View Drive,San Rafael,California,94901,4152589777,kenbrown120@gmail.com
Bellam Self Storage and Boxes,24 Bellam Boulevard,San Rafael,California,94901-5312,4154543906,andreegood@yahoo.com
CubeSmart,2828 West 5th Street,Santa Ana,California,92703,7145423866,STORE0285@CUBESMART.COM
Storage West Self Storage,2730 S. Fairview St.,Santa Ana,California,92704,7145573700,
El Camino Self Storage Inc,1198 Sherman St,Santa Clara,California,95050-4960,4082968034,elcaminostorage@sbcglobal.net
Santa Clara Self Storage,1700 De La Cruz Blvd,Santa Clara,California,95050,4087272744,manager@santaclaraselfstorage.com
EZ Access Self Storage LLC,"Centre Pointe Business Park, 21070 Centre Pointe Parkway",Santa Clarita,California,91350,6612595606,
Santa Fe Self Storage,13633 E. Rosecrans Ave.,Santa Fe Springs,California,90670,5626450127,
"Betteravia Self Storage
Gold Member","1265 W Betteravia Rd, CA 93454",Santa Maria,California,93454,18052540110,
Santa Maria,3040 Skyway Drive,Santa Maria,California,93455,8059222322,americanselfstorage@verizon.net
All Safe Mini Storage,1920 Preisker Ln,Santa Maria,California,93454-1150,,jjpaulson@verizon.net
"Barham Self Storage
Gold Member","49 Barham Ave, CA, 95407",Santa Rosa,California,95407,17075277794,
"Lock-It-Up Self Storage
Gold Member","3570 Airway Dr, CA 95403",Santa Rosa,California,95403,17077031063,
"Oak Creek RV and Self Storage
Gold Member","6310 Stonebridge Rd, CA, 95409",Santa Rosa,California,95409,7075383230,
"StoragePRO Self Storage of Santa Rosa
Gold Member","4420 Sonoma Hwy, CA 95409",Santa Rosa,California,95409,17076763971,
